0001.wav|CAPITULO UNO						
1023.wav|Cerca de la mesa se detuvo don Román, se volvió hacia la chiquillería, y prorrumpió solemnemente,						
1024.wav|en tono de sermón—Este, éste que ven ustedes, es uno de mis discípulos más queridos						
1025.wav|Muchas veces, muchas, os he hablado de él						
1026.wav|Es inteligente, bueno, estudioso						
1027.wav|Tomadle por modelo						
1028.wav|Este sí que no me daba, como ustedes, tantos disgustos;						
1029.wav|éste sí que no hacía concordancias gallegas, y se sabía al dedillo los pretéritos,						
1030.wav|y entendía, como un maestro, al dulce Virgilio, al conciso Tácito, y al asiático y pomposísimo Cicerón						
1031.wav|Ya me lo esperaba yo						
1032.wav|Milagro que no acabó el discurso con algún hexámetro oportuno						
1033.wav|Los chicos, al oír el consabido epíteto, sonrieron maliciosamente, señal de que el apodo puesto al maestro por nosotros diez años antes, seguía en uso 						
1034.wav|Los bribonzuelos reían y se miraban unos a otros con caritas de diablillos regocijados						
1035.wav|—Vamos—prosiguió—os doy la mañana, a fin de que celebres la llegada de mi discípulo muy amado						
1036.wav|Pero, oíd me; nadie se irá hasta que suenen las doce						
1037.wav|Quedaos aquí, sin cometer faltas						
1038.wav|El mejor día volverá este joven, y os examinará, y ya veremos, ya veremos cuáles son vuestros adelantos en la hermosa lengua latina 						
1039.wav|Don Román levantó la cabeza y agregó—Tú, Pancho Martínez						
1040.wav|Un mozuelo trigueño, vivaracho, de simpático aspecto, salió al frente						
1041.wav|Mientras el niño acudía al llamado de su maestro eché una ojeada por el salón						
1042.wav|En nada había variado						
1043.wav|Los mismos muebles, los mismos objetos;						
1044.wav|las papeleras manchadas de tinta, con letreros en las tapas, grabados a punta de cortaplumas;						
1045.wav|el pizarrón, el mismo pizarrón de otro tiempo, en su caballete verde;						
1046.wav|la mesa del dómine ocupada por los mismos libros, todos muy bien colocados						
1047.wav|Allí estaba la campanilla, con el mango roto, y el tintero circundado de plumas de ave,—don Román no usaba de otras,—y al lado la palmeta de zapotillo 						
1048.wav|En las paredes, ennegrecidas y desconchadas, dos o tres mapas amarillentos;						
1049.wav|arriba del sillón magistral, muy pulido y resobado, la Virgen de Guadalupe, la patrona de la escuela;						
1050.wav|delante de la imagen una lamparita, un vaso azul lleno de aceite obscuro, en el cual sobrenadaba una mariposilla moribunda 						
1051.wav|No bien entramos en la salita se oyó el vocerío de la turba escolar, festiva, retozona						
1052.wav|Ruidos, carcajadas, estrépito de libros cerrados de golpe, las mil y mil voces, francas y alegres, de la dichosa libertad infantil 						
1053.wav|El anciano retrocedió colérico						
1054.wav|Abrió la puerta;						
1055.wav|por ella se precipitó desbordado, recordándome felices años, un torrente de ingenuas carcajadas						
1056.wav|Don Román, severo e irascible, dictó nuevas órdenes, amenazó con duros castigos, y luego,						
1057.wav|haciendo un gesto de dolor, pronto borrado por una expresión resignada de tristeza, vino al estrado						
1058.wav|—Siéntate, siéntate aquí, en este sillón						
1059.wav|¡Qué gusto me da verte! Cuando te fuiste creí que no me volverías a ver						
1060.wav|Estoy ya muy viejo						
1061.wav|En Febrero cumpliré los setenta y dos						
1062.wav|Los achaques me tienen triste y desmazalado						
1063.wav|Tú consideras todo esto, ¿no es verdad?						
1064.wav|¡Viejo, enfermo, solo y pobre! ¿No te parece cosa triste, cosa que parte el alma, esta situación mía después de haber trabajado tanto? 						
1065.wav|Todos ustedes se van logrando						
1066.wav|Tengo discípulos en toda clase de oficios y profesiones						
1067.wav|Unos, en altos puestos de la política, los que fueron más desaplicados, (muchos no pasaron del quis vel quid);						
1068.wav|otros en la Iglesia, (dos me han dado ya la comunión);						
1069.wav|otros, médicos, y buenos médicos; otros abogados;						
1070.wav|otros, como tú, en camino de ser gente de provecho						
1071.wav|A decir verdad, nunca valí gran cosa ni por la conducta ni por la aplicación;						
1072.wav|de seguro que pocos estudiantes dieron más guerra que yo al pomposísimo maestro						
1073.wav|Pero tal era de bondadoso el señor don Román						
1074.wav|Cuando estaban en sus bancos, todos eran flojos, incapaces, asnillos;						
1075.wav|luego, con excepción de aquellos por extremo perdularios, todos resultaban excelentes, cumplidos, aprovechados						
1076.wav|Pero es lo cierto que don Román me quiso siempre como a un hijo;						
1077.wav|que me trató con suma benevolencia;						
1078.wav|que pocas veces sintieron mis manos los golpes de su férula, y que el buen anciano,						
1079.wav|no obstante su pobreza, me dio lecciones durante dos años, sin exigir de mis tías estipendio alguno						
1080.wav|Me apenó ver a mi maestro tan triste y abatido, cuando estaba tan cerca del sepulcro 						
1081.wav|Hubiera yo deseado ser rico, riquísimo, para ampararle contra la miseria, darle cuanto quisiera, y comprar para él, si tal cosa fuese posible, salud y mocedad						
1082.wav|—¿Te he dicho que estoy pobre?						
1083.wav|Pues estoy más pobre de lo que tú puedas imaginártelo						
1084.wav|Tengo pocos discípulos						
1085.wav|¡Ya viste cuántos! Sólo faltaron dos;						
1086.wav|unos bribones que se van a salar todos los días;						
1087.wav|unos pícaros que no tienen remedio						
1088.wav|¡Qué hemos de hacer! Hijo mío, nadie quiere que sus hijos aprendan el latín						
1089.wav|¡Tú dirás! ¡El latín que es la llave de las ciencias! Ni latín, ni otras cosas;						
1090.wav|todo lo que puedo enseñar, todo lo que sé, cuanto aprendiste aquí						
1091.wav|Dicen que estoy atrasado;						
1092.wav|que mi manera de enseñar es anacrónica, ¿has oído? ¿anacrónica?						
1093.wav|Eso lo dicen los pedantes de hoy en día;						
1094.wav|y todo porque mascullan el francés						
1095.wav|Eso dicen los que aquí aprendieron todo lo que saben, y que ahora no quieren confesar que me lo deben todo						
1096.wav|Dicen que ya no sirvo para nada						
1097.wav|¿Para nada? Pues a que no se ponen delante de mí, y abren el Tácito, o el Terencio, y traducen el pasaje que yo les señale? 						
1098.wav|Pero eso sí, sin que se ayuden de versiones francesas						
1099.wav|Oye lo que más me duele, lo que me llega a lo más vivo, lo que me desgarra el corazón, lo que siento aquí, como la hoja de un puñal, es que dicen 						
1100.wav|—El pobre anciano quería llorar;						
1101.wav|el rostro se le contraía dolorosamente, su voz se iba poniendo trémula, en sus ojos asomaba una lágrima,—dicen						
1102.wav|—hizo un esfuerzo y acabó—¡qué estoy chocho!						
1103.wav|Me partía el corazón al ver al pobre anciano						
1104.wav|Lloraba como un chiquillo						
1105.wav|Deseoso de alivio y de consuelo vejado por la maldad y la ingratitud, abría su alma, sencilla y llena de dolores,						
1106.wav|a un pobre muchacho que años antes fué su discípulo y del cual esperaba frases compasivas, palabras cariñosas						
1107.wav|—Y como dicen que estoy chocho, y como andan repitiendo eso por todas partes, me faltan discípulos, y faltándome discípulos me falta trabajo; 						
1108.wav|y sin trabajo, como tú lo comprenderás, me falta dinero						
1109.wav|¡No hay remedio! Me moriré de hambre, y me enterrarán de limosna						
1110.wav|Diez o doce discípulos, que pagan poco, ¡y es cuánto! Unas leccioncitas ¡y nada más!						
1111.wav|—Don Román,—respondí—no hay que abatirse						
1112.wav|Nada es eterno; los tiempos varían						
1113.wav|—Sí, hijo mío, variarán los tiempos, quién lo duda, pero no para mí						
1114.wav|No me queda más que prepararme para morir cristianamente						
1115.wav|Pobrezas, miserias, hambres, contumelias, todo lo sufro con paciencia						
1116.wav|Lo que me apena y me amarga, lo que me contrista y conturba es la ingratitud						
1117.wav|—No hay que abatirse, señor maestro						
1118.wav|En cambio tiene usted la gratitud y el amor de muchos						
1119.wav|¡Eso no!—replicó en un arranque de energía						
1120.wav|Al contrario altivo, con soberbia dignidad						
1121.wav|Por eso no me quieren						
1122.wav|Siempre que se ofrece les ajusto las cuentas a esos ingratos, a esos charlatanes						
1123.wav|¡Que lo diga Agustín, ese macuache, que aprendió aquí, aquí, todo lo que sabe,						
1124.wav|y que ahora está de Director, (¡yo no sé lo que podrá dirigir!) de Director de la «Escuela Nacional»						
1125.wav|El otro día,—aquí sonrió satisfecho el buen anciano,—el otro día,						
1126.wav|publicó en «La Voz de Villaverde», (el periódico ese que sacaron cuando las elecciones del Jefe Político),						
1127.wav|un papasal, dándosela de espíritu fuerte, de libre pensador, y yo,—el dómine habló quedito, como temeroso de que le oyesen—¿qué hice?						
1128.wav|Tomé la pluma, y burla burlando le puse de oro y azul						
1129.wav|Mandé a «El Montañés» tres comunicados de chupa y daca						
1130.wav|Hijo, mi hombre vio lumbre, y gritó, pateó, rabió						
1131.wav|Pero no escarmienta, y sigue disparatando a su gusto en esa «Voz de Villaverde» que no es voz ni cosa que lo valga,						
1132.wav|sino un papelucho asqueroso, indigno de una ciudad que, como la muestra, es patria de tantos hombros ilustres,						
1133.wav|como el General de la Vega, y mi respetable y siempre respetado maestro el ilustrísimo Señor Don Pablo Ortiz y Santa Cruz, Obispo «in pártibus» de Malvaria 						
1134.wav|El mejor día, luego que me deje el reuma, le largo un artículo morrocotudo,						
1135.wav|en latín, en latín crespo y ciceroniano, y entonces ya veremos, ya veremos si es capaz de entender una palabra						
1137.wav|el que vino de Pluviosilla tan sabio como un guardacantón, y que ahora regenta la «Escuela del Cura?						
1138.wav|» Este no habla mal de mí en los mentideros, ni me insulta en los periódicas,						
1139.wav|ni se burla de mis canas en la botica de Meconio, no;						
1140.wav|pero un día, en «El Puerto de Vigo», en la tienda de mi compadre don Venancio,						
1141.wav|cuando ya se acercaban los exámenes, dijo que no quería que yo fuese de sinodal a su escuela porque mi método es «anacrónico» 						
1142.wav|¿De dónde habrá sacado la palabreja?						
1143.wav|Así dijo, y eso que yo le hice el discurso que pronunció el dieciséis de Septiembre						
1144.wav|Yo no fui a los exámenes						
1145.wav|El señor cura, que es persona excelentísima, me invitó;						
1147.wav|¡Qué había de ir este pobre viejo! Ocaña vino después a darme satisfacciones, y con mil hipocresías me negó lo dicho 						
1148.wav|¡Embustero! Si yo lo supe todo por boca de Santiaguito, el hijo de mi compadre don Venancio, que es mi discípulo						
1149.wav|El chiquillo me contó la cosa del pe al pa						
1150.wav|Pero, hijo mío, no hablemos más de eso						
1151.wav|¡Estoy muy contento;						
1152.wav|me da gusto verte tan grande! Dime ¿has aprendido bien?						
1153.wav|¿vas a seguir los estudios?						
1154.wav|Síguelos, síguelos, que harás buena carrera						
1155.wav|Todavía te acordarás del latín, ¿verdad?						
1156.wav|Ya lo veremos						
1157.wav|Vendrás, y veremos si puedes traducir una cosita que tengo guardada por ahí una oda sálica al Pedregoso, nuestro rojo Tíber 						
1158.wav|¡Te gustará, estoy cierto de que te ha de gustar!						
1159.wav|Dieron las doce en la torre de la Parroquia, y en las demás iglesias de Villaverde						
1160.wav|¡Las campanas de la ciudad natal! Grave y solemne la de la Parroquia;						
1161.wav|gritonas y disonantes las del Cristo;						
1162.wav|destemplada la de San Antonio, muy compasada y majestuosa la del convento franciscano						
1163.wav|Otra vez la bulla, el vocerío, el cerrar de libros y el estrépito de gavetas						
1165.wav|—¿Me aguardas o te vas? Mira, ven una noche;						
1166.wav|de noche estoy aquí, no salgo nunca						
1167.wav|De noche no tengo que lidiar con el rebaño;						
1168.wav|ven y oirás la odita						
1169.wav|Pero antes ¡dame un abrazo! ¡Vaya, muchacho, si eres ya un hombre! Di a tus tías que por allá iré						
1170.wav|CAPITULO NUEVE						
1171.wav|A la salida me detuvo en la esquina unos cuantos minutos						
1172.wav|Iba delante de mí un grupo de chiquillos que venían de la «Escuela Nacional», alegres, parlanchines, con sus bolsas de brin en bandolera, 						
1173.wav|muy cuidadosos de sus tinteros, unas botellitas tapadas con un corcho y pendientes de un hilo que los granujas se enredaban en el índice de la mano derecha						
1174.wav|Casi a mi lado avanzaban paso a paso algunos discípulos de don Román,						
1175.wav|con el Nebrija bajo el brazo, serios, graves, orgullosos, muy pagados de su ciencia, como personas de altísimos saberes 						
1176.wav|Mientras los escolares se detenían en la esquina para emprender en la parte más llana de la acera un partido de canicas o de burras, 						
1177.wav|los latinistas del «pomposísimo Cicerón» siguieron de largo, volviéndose para mirarme con cierta curiosidad entre burlona e impertinente 						
1178.wav|Al fin de la calle, delante de una tienda, una carreta, tirada por una yunta, aguardaba la salida de los gañanes						
1179.wav|Estaba cargada de barriles de aguardiente y pilones de azúcar blanquísima, cuyos cristales, heridos por el sol, centellaban con diamantinas luces 						
1180.wav|Los animales, entornados los ojos, parecían dormitar						
1181.wav|El buey de la izquierda, un hermoso buey sardo permanecía inmóvil;						
1182.wav|el otro, blanco, manchado de negro, se azotaba el lomo con la cola para espantar las moscas que le hostigaban						
1183.wav|En la parte posterior de la carreta, sobre el barandal, descansaba la crinosa pica						
1184.wav|A mi paso, en todas las calles, en ventanas y puertas, veía yo rostros que no eran nuevos para mí						
1185.wav|Al contemplarlos yo como que se reproducían vagamente, allá en los rincones más escondidos de mi memoria						
1186.wav|Hombres y mujeres me miraban con insistencia y examinaban atentamente mi traje,						
1187.wav|sorprendidos del corte de mi ropa, del pantalón ceñido, entonces al uso;						
1188.wav|de la americana cortita;						
1189.wav|de mi corbata roja (que los villaverdinos decían de «chinacos»);						
1190.wav|de mi sombrero abombado, blanco, salpicado de puntitos negros, como si me le hubieran asperjado de tinta						
1191.wav|Antaño los villaverdinos tenían en el extranjero que llegaba a su pintoresca ciudad motivo de burla y diversión						
1192.wav|Principiaban por reírse del color de sus vestidos y de su manera de llevar el cabello						
1193.wav|Cuchicheaban de él en sus bigotes, le cortaban un sayo, y luego acababan por imitar lo que censuraban,—y de la peor manera 						
1194.wav|Hace mucho tiempo que no pongo los pies en Villaverde, y entiendo que mis paisanos son ya más cultos,						
1195.wav|pues de allá me escriben, y me dicen que ya no son así, que ya no gustan de presentarse mal vestidos;						
1196.wav|que adoptan las modas acertadamente, y que en las sastrerías villaverdinas se reciben figurines nuevos cada tres meses 						
1197.wav|Pero entonces, cuando acaecieron los sucesos que voy a referir, era otra cosa						
1198.wav|Los más guapos usaban zapatones de gamuza;						
1199.wav|el traje de charro, mal hecho y peor elegido, era el usual, y por eso los jinetes y cócoras de la vecina Pluviosilla,donde siempre hubo, 						
1200.wav|aun entre los obreros y gente del campo, charros muy galanos, llamaban a los petimetres de Villaverde los «charritos de barro» 						
1201.wav|En la plaza de la blasonada ciudad nada había variado la Parroquia estaba intacta, igual,						
1202.wav|como la dejé diez años antes, con su graciosa cúpula de azulejos, su torre arruinada,						
1203.wav|abriéndose al peso de sus campanas «ponderosas»,—como decía don Román—la yerba crecida en el cementerio;						
1204.wav|el frontis del templo, festonado con espontáneos helechos que a lo largo de las cornisas lucían sus palmas séricas,						
1205.wav|y coronaban con gallardos plumajes el susodicho blasón que los villaverdinos ponen en todas partes						
1206.wav|Arrimado a la torre, en su rollo grietado y leproso, el cascado reloj virreinal, con su esfera de mármol y sus agujas doradas, 						
1207.wav|invisibles para quien las viese de lejos, porque las ocultaba el ramaje de soberbios ahuehuetes,						
1208.wav|a cuya sombra se refugiaban los lechuguinos que cada domingo, después de la misa de doce,						
1209.wav|se instalan allí para ver a las muchachas que salen de misa muy emperifolladas y de ataque						
1210.wav|En el cuadrante un clérigo melancólico, pensativo, fumando, como un árabe delante de su tienda;						
1211.wav|en el corredor baja de las Casas Municipales un policía haraposo, con el fusil al hombro, paseándose;						
1212.wav|y allá por la Calle Real, centro del miserable comercio villaverdino, una recua, un pordiosero,						
1213.wav|y el doctor Sarmiento, muy de prisa, echado el sombrero hacia la nuca;						
1214.wav|figura invariable, tipo eterno del médico de las poblaciones cortas						
1215.wav|La plaza, mejor dicho el centro de ella, jardín en otro tiempo, gracias a los empeños de un prefecto santanista, se conservaba como yo la dejé 						
1216.wav|En medio la fuente secular, ancho pilón de ocho lados con surtidor de granito, en forma de alcachofa,						
1217.wav|del cual salía poderosamente grueso chorro de agua cristalina, que cuando el viento huracanado de invierno le hacía pedazos inundaba las baldosas del contorno 						
1218.wav|La barda de cal y canto estaba ruinosa y desconchada;						
1219.wav|los bancos derruidos y desportillados;						
1220.wav|y los naranjos que circundaban la fuente, anémicos, devorados por las hormigas						
1221.wav|En un arriate, el único que parecía tal, algunas plantas frondosas y lucientes, enflorecidas y galanas						
1222.wav|Atrajo mi atención al costado del templo, un edificio nuevo, una casa magnífica, de brillante aspecto;						
1223.wav|magnífica para Villaverde y para aquella plaza donde todo es mezquino y vulgar						
1224.wav|Linda casa, de airoso alero, de anchas y rasgadas ventanas, con rejas de hierro, vidrieras elegantes y umbrales de mármol 						
1225.wav|Las ventanas del salón estaban abiertas						
1226.wav|El ajuar lujoso, los cortinajes, los muros empapelados, los espejos,						
1227.wav|los grandes cuadros con grabados finísimos que representaban escenas bíblicas (el casamiento de Isaac, Ruth y Booz, Rebeca en el pozo), todo, 						
1229.wav|todo indicaba la riqueza de quienes allí vivían	  Sonaba brillantemente el soberbio piano 					
1230.wav|Manos habilísimas tocaban en él una redobla muy aplaudida,						
1231.wav|«La caída de las hojas», música soñadora y lánguida que delataba un ejecutante melancólico						
1232.wav|Me detuve cerca de una reja						
1233.wav|Entonces pude columbrar el interior gracioso jardín, amplios y frescos corredores, pretiles llenos de macetas con rosales, camelias y azaleas, 						
1234.wav|jaulas y jaulitas, una pajarera llena de canarios que cantaban regocijados						
1235.wav|En un espejo, frontero a la ventana, vi quién tocaba						
1236.wav|Era una joven rubia, ataviada con modesto traje blanco, uno de esos vestidos de muselina de hilo, frescos, ligeros, vaporosos,						
1237.wav|que tanto sientan a las muchachas núbiles, trajes que llevan con singular donaire las pollitas de Villaverde y de Pluviosilla 						
1238.wav|¡Qué gallarda caía en torno del taburete la ondulante cola de aquella falda!						
1239.wav|Concluida la redobla, la hermosa señorita siguió jugando en el teclado						
1240.wav|Primero, escalas rapidísimas, cuyas notas se desgranaban como las cuentas de un collar;						
1241.wav|luego pasajes favoritos, temas predilectos,—un fragmento melódico, arrullador y deleitoso						
1242.wav|De pronto, cuando menos lo esperaba yo, dejó su asiento la tocadora						
1243.wav|Cerró el piano y corrió a la ventana						
1244.wav|¡Linda, hechicera criatura! Pero ¡ay! no pude contemplarla						
1245.wav|Seguí adelante, y seguí dulcemente impresionado						
1246.wav|Me parecía que oía yo detrás de mí el ruido de la ondulante falda de muselina						
1247.wav|No tuve valor para volver el rostro						
1248.wav|¿Por qué en aquel momento pensé en Matilde, la dulce niña de mi primer amor?						
1249.wav|¡Ay! ¿por qué creí ver delante de mí un rostro apenado, lloroso y dolorido, el rostro de Angelina?						
1250.wav|Minutos después, al entrar en mi casa, salió a mi encuentro la gentil doncella						
1251.wav|Estaba radiante de alegría						
1252.wav|CAPITULO DIEZ						
1253.wav|Andrés vino a visitarme						
1254.wav|Le invité a dar un paseo por las orillas del río, y entonces me declaró que mis tías estaban en la miseria						
1255.wav|Para sostenerme en el colegio, sin que nada me faltara, habían hecho toda clase de sacrificios						
1256.wav|Redujeron sus gastos a lo menos posible, y trabajaban del día a la noche,						
1257.wav|cosiendo, confeccionando pastas y conservas, y haciendo flores artificiales						
1258.wav|En cierta época torcieron cigarrillos para «El Puerto de Vigo»						
1259.wav|Pero el mejor día enfermó tía Carmen						
1260.wav|Una enfermedad, muy común en Villaverde a la entrada del verano, la postró en el lecho						
1261.wav|Pasó la disentería, pero la pobre anciana quedó achacosa						
1262.wav|Aunque aparentemente sana, estaba herida de incurable enfermedad						
1263.wav|Al principio se presentó un síntoma que no acertaron a explicarse las buenas señoras, algo—decía la enferma— como hormigueo en la columna medular;						
1264.wav|algo que descendía, rápido como relámpago, hacia las extremidades inferiores						
1265.wav|En ocasiones, vértigos que duraban un instante y que dejaban a la paciente cansada y sin fuerzas						
1266.wav|Así durante algunos meses						
1267.wav|Después no volvieron hormigueos ni vértigos, pero sobrevinieron convulsiones,						
1268.wav|muy fuertes en el brazo izquierdo, el cual, pasado el acceso, quedaba débil y entorpecido						
1269.wav|Vino el doctor Sarmiento, recetó pomadas y bebidas tónicas;						
1270.wav|prescribió alimentos sanos y nutritivos, ejercicio moderado por la mañana y por la tarde, y durante las horas intermedias sosiego y reposo 						
1271.wav|La anciana no quería estar mano sobre mano;						
1272.wav|pero tuvo que obedecer las órdenes del médico en vista de los progresos de la enfermedad						
1273.wav|Desde entonces pesó sobre la tía Pepa todo el trabajo, el cual, como es de suponerse,						
1274.wav|no bastó a las necesidades de aquella casa, ni para sostener al sobrino, para sostenerme en el colegio						
1275.wav|Tía Pepa dijo —«¡Que se venga! ¡Que no siga estudiando! Aquí le buscaremos un empleo, cualquier destino en que se gane alguna cosa» 						
1276.wav|Pero la enferma se opuso a ello—«Que acabe el año,—replicó—¡Dios dirá! Acaso para entonces nos paguen la pensión» 						
1277.wav|Y así pasó un año, y buena parte de otro						
1278.wav|Nunca me faltó nada;						
1279.wav|nunca dejé de recibir, con toda puntualidad, el dinero que desde un principio me señalaron para atender a mis gastos 						
1280.wav|Sólo una vez, por mayo o junio, no recibí el dinero en los primeros días del mes						
1281.wav|Escribí; y vino orden para que un villaverdino ricacho, de años atrás establecido en la Capital, me diese veinticinco duros 						
1282.wav|Por Andrés vine en conocimiento de que entonces vendieron la casita, la hermosa casita en que nací, donde murió el abuelito, donde murieron mis padres 						
1283.wav|Nunca fuimos ricos; teníamos lo necesario para pasar la vida; pero todo se fué acabando poco a poco;						
1284.wav|aquello era lo último que nos quedaba						
1285.wav|En verdad que la tal casita no valía gran cosa;						
1286.wav|sin embargo, no había en Villaverde otra mejor						
1287.wav|Ninguna más amplia, ni más alegre, ni más cómoda						
1288.wav|Tenía agua corriente, y un gran patio, que mis tías habían convertido en hermoso jardín, donde se producían hermosas flores y magníficas frutas; 						
1289.wav|naranjas de China, como almíbar de dulces;						
1290.wav|aguacates, muy afamados en Villaverde; chínenos, blancos como la leche y sin una hebra;						
1291.wav|jinicuiles riquísimos, anchos, aromáticos, carnudos;						
1292.wav|guayabas‐manzanas deliciosas						
1293.wav|Estas las daban unos árboles plantados por el abuelito, quien trajo la simiente de las Antillas						
1294.wav|Vinieron las escaseces, la pobreza y la miseria						
1295.wav|La enferma iba de mal en peor						
1296.wav|Las convulsiones eran diarias, y duraban dos o tres horas						
1297.wav|El brazo izquierdo no le servía para nada;						
1298.wav|las piernas fueron debilitándose, y la buena señora no pudo caminar sin el auxilio de ajena mano						
1299.wav|A las amarguras de la pobreza se juntaron en mi pobre tía otras mayores las que le causaba ver que su hermana trabajaba del día a la noche, sin que ella la pudiese ayudar 						
1300.wav|Tía Pepa hacía flores, cosía, y daba lecciones de lectura y de catecismo a una veintena de niños						
1301.wav|No pudieron conseguir que la pensión fuese pagada						
1302.wav|El gobierno no estaba en condiciones de hacer esos gastos, decían;						
1303.wav|pero yo he creído siempre que para quienes entonces estaban en privanza no fueron nunca simpáticas las ideas de mi abuelo 						
1304.wav|¡Qué entendían ellos de pelear en defensa de la patria, en Tampico,						
1305.wav|en Veracruz y en Churubusco! ¡Qué les importaba a ellos que se murieran de hambre unas pobres viejas!						
1306.wav|Andrés acudió en auxilio de mis tías;						
1307.wav|hizo por ellas y por mí cuanto pudo;						
1308.wav|pero el fiel servidor no tenía mucho, un tendejón insignificante, y paremos de contar						
1309.wav|Mis tías conservaron siempre en su pobreza su amada dignidad						
1310.wav|Nunca pidieron ni un real a sus amigos,						
1311.wav|(y eso que los tenían muy ricos y dispuestos a socorrerlas) y prefirieron imponerse las más duras privaciones, antes que molestar a nadie 						
1312.wav|Se privaron de cuanto les pareció superfluo,—y nada superfluo había en aquella casa,—y hasta de lo más necesario						
1313.wav|Me duele el corazón cuando lo recuerdo;						
1314.wav|se me humedecen los ojos al apuntarlo aquí, mi tía Carmen se negó a medicinarse para que no me faltase nada						
1315.wav|Con el dinero de la casita hubo para algunos meses						
1316.wav|Saldaron un gran adeudo de contribuciones, me proveyeron de ropa, y me adelantaron el importe de mis gastos dos o tres meses 						
1317.wav|Entonces vino Angelina a nuestra casa						
1318.wav|La infeliz había quedado huérfana						
1319.wav|El sacerdote que la tomó bajo su protección la puso allí,						
1320.wav|al verse obligado a desempeñar la cura de almas en un pueblo de la sierra, que a la sazón estaba infestada de guerrilleros y bandidos 						
1321.wav|Algún amigo de la familia habló de mis tías al párroco, y Angelina se quedó con ellas						
1322.wav|El sacerdote les pagaba una corta pensión						
1323.wav|El cura era pobre, y no podía derrochar el dinero así como quiera						
1324.wav|Sin embargo, sobradas pruebas dieron de generosidad						
1325.wav|Era preciso renunciar a todo;						
1326.wav|prescindir de estudiar; no pensar en ser médico o abogado,						
1327.wav|y perder la risueña esperanza de suceder al doctor Sarmiento o heredar la clientela del Señor licenciado Castro Pérez, el más ilustre jurisconsulto de Villaverde						
1328.wav|No había más que ponerse a trabajar						
1329.wav|¿En qué y cómo? Sólo Dios lo sabía						
1330.wav|¿Cuándo? Cuanto antes						
1331.wav|Andrés se encargó de allanar el camino						
1332.wav|El desinteresado servidor me propuso que volviera yo a la Capital para continuar los estudios						
1333.wav|Sacrificaré—me repitió—hasta el último medio						
1334.wav|Eso no era posible						
1335.wav|Convinimos en que hablaría con algunas personas de las más ricas de Villaverde, particularmente al señor licenciado Castro Pérez, para que me proporcionaran empleo 						
1336.wav|Cualquiera sería bueno, se ganará mucho, se ganará poco						
1337.wav|El caso era trabajar						
1338.wav|¿Sería yo capaz de aliviar de alguna manera la precaria situación de mi familia?						
1339.wav|¿Me sería dable corresponder a los sacrificios de aquellas cariñosas ancianas que por verme dichoso habrían dado su vida? 						
1340.wav|Confieso que en aquellos momentos me faltó el valor						
1341.wav|¿Qué haría el inexperto escolar, apenas salido del colegio, convertido en jefe de familia?						
1342.wav|Respondía de su diligencia, de su abnegación;						
1343.wav|pero no fiaba en sus aptitudes						
1344.wav|Le alentaba saber que en Villaverde todos le conocían;						
1345.wav|que allí, de tiempo atrás, todos los suyos merecieron consideraciones de los más conspicuos villaverdinos						
1346.wav|Le alentaba esto, pero al mismo tiempo miraba en ello cierta dolorosa humillación ¡Valor! Ayúdate que Dios te ayudará 						
1347.wav|CAPITULO ONCE						
1348.wav|Me dejó triste y abatido la conversación de Andrés						
1349.wav|La generosidad de aquel servidor, fiel en todo tiempo a sus amos, me llenó de admiración						
1350.wav|Andrés no tenía familia;						
1351.wav|no conoció a sus padres;						
1352.wav|le dejaron huérfano en muy temprana edad, y pasó la infancia en el campo, desempeñando rudísimas labores, al servicio de gentes que lo trataban mal 						
1353.wav|Solía recordar las amarguras de esa época, y contaba minuciosamente sus trabajos y sus penas;						
1354.wav|pero nunca le oímos quejarse de la aspereza de sus primeros amos, ni jamás se le escapó una palabra en contra de ellos 						
1355.wav|Mi padre le sacó del rancho donde vivía, le tomó a su servicio, y el mancebo fué bien pronto digno del cariño de todos nosotros 						
1356.wav|No quiso casarse						
1357.wav|—¿Para qué? —contestaba						
1358.wav|—¿Para qué? No me hace falta la familia						
1359.wav|Ustedes son mi familia, ¡ustedes son todo para mí!						
1360.wav|Cuando la familia vino a menos, y mis tías no pudieron ya retribuir sus servicios,						
1361.wav|Andrés, más por ser útil a nosotros que por deseos de medro, nos dejó y fué a establecerse en un pueblo cercano						
1362.wav|Con sus ahorros, ya muy mermados por haber subvenido secretamente a las necesidades de la familia, puso una tienda, 						
1363.wav|y allí, a fuerza de trabajo y de economías hizo un piquillo, que,—como decía,—le bastaba para vivir y auxiliar a las señoritas 						
1364.wav|Cayó enferma mi tía Carmen, y Andrés se dijo—«¡A Villaverde! No debo vivir lejos de la familia						
1365.wav|Ahora más que nunca necesitan de mí						
1366.wav|¿De qué sirve ir a verlas de cuando en cuando?						
1367.wav|Traspasó, malbarató el «changarro», lió el petate, y se vino a Villaverde						
1368.wav|En Pluviosilla hubiera estado mejor y habría medrado fácilmente, pero como su objeto era vivir cerca de mis tías no vaciló en trasladarse a la budística ciudad 						
1369.wav|Mientras residió en Santa Rosa venía cada ocho días, sin faltar nunca, así lloviera a cántaros						
1370.wav|Entre ocho y nueve de la mañana, allí estaba Andrés en su caballejo, muy cargado de frutas, semillas, y aves de corral 						
1371.wav|Al irse, domingo por la tarde o lunes muy tempranito, no dejaba de poner en el comedor cuatro o cinco duros;						
